PhotonEnergy_eV,GrazingAlpha_deg,DiffractionEfficiency,ExitAngle_beta_deg
50.0000,85.117790,0.035826,11.039870
60.0000,85.539922,0.044276,10.076914
70.0000,85.868623,0.057106,9.328708
80.0000,86.133945,0.067741,8.725715
90.0000,86.353945,0.080617,8.226322
100.0000,86.540211,0.093979,7.803901
110.0000,86.700568,0.106120,7.440514
120.0000,86.840514,0.116823,7.123580
130.0000,86.964041,0.127371,6.843976
140.0000,87.074127,0.135873,6.594906
150.0000,87.173046,0.140762,6.371189
160.0000,87.262565,0.141947,6.168796
170.0000,87.344086,0.138217,5.984542
180.0000,87.418733,0.129738,5.815869
190.0000,87.487419,0.121537,5.660699
200.0000,87.550899,0.115510,5.517321
210.0000,87.609799,0.112812,5.384314
220.0000,87.664644,0.113878,5.260484
230.0000,87.715879,0.115716,5.144823
240.0000,87.763883,0.118919,5.036470
250.0000,87.808982,0.122535,4.934687
260.0000,87.851459,0.126784,4.838835
270.0000,87.891557,0.131197,4.748360
280.0000,87.929490,0.136360,4.662778
290.0000,87.965448,0.140882,4.581662
300.0000,87.999594,0.145212,4.504638
310.0000,88.032078,0.149684,4.431372
320.0000,88.063028,0.154213,4.361568
330.0000,88.092563,0.158468,4.294962
340.0000,88.120786,0.162723,4.231318
350.0000,88.147793,0.167278,4.170421
360.0000,88.173668,0.171975,4.112081
370.0000,88.198488,0.176167,4.056122
380.0000,88.222322,0.180100,4.002387
390.0000,88.245236,0.183934,3.950733
400.0000,88.267285,0.187844,3.901028
410.0000,88.288523,0.191874,3.853154
420.0000,88.309000,0.195491,3.806999
430.0000,88.328758,0.198813,3.762465
440.0000,88.347840,0.201975,3.719458
450.0000,88.366282,0.205091,3.677892
460.0000,88.384121,0.208129,3.637690
470.0000,88.401387,0.210913,3.598778
480.0000,88.418112,0.213483,3.561088
490.0000,88.434322,0.215897,3.524559
500.0000,88.450044,0.218179,3.489131
510.0000,88.465302,0.220355,3.454750
520.0000,88.480118,0.222427,3.421366
530.0000,88.494513,0.224366,3.388931
540.0000,88.508507,0.226194,3.357402
550.0000,88.522117,0.227924,3.326737
560.0000,88.535362,0.229573,3.296896
570.0000,88.548256,0.231182,3.267845
580.0000,88.560816,0.232707,3.239548
590.0000,88.573056,0.234129,3.211974
600.0000,88.584988,0.235467,3.185093
610.0000,88.596627,0.236738,3.158875
620.0000,88.607982,0.237958,3.133294
630.0000,88.619066,0.239147,3.108324
640.0000,88.629890,0.240347,3.083943
650.0000,88.640463,0.241653,3.060126
660.0000,88.650795,0.243163,3.036852
670.0000,88.660895,0.244498,3.014102
680.0000,88.670772,0.245589,2.991855
690.0000,88.680433,0.246525,2.970094
700.0000,88.689886,0.247336,2.948801
710.0000,88.699139,0.248045,2.927959
720.0000,88.708199,0.248653,2.907553
730.0000,88.717073,0.249167,2.887568
740.0000,88.725765,0.249608,2.867989
750.0000,88.734284,0.250000,2.848804
760.0000,88.742634,0.250344,2.829998
770.0000,88.750820,0.250645,2.811560
780.0000,88.758849,0.250910,2.793477
790.0000,88.766725,0.251186,2.775739
800.0000,88.774453,0.251508,2.758335
810.0000,88.782038,0.251848,2.741254
820.0000,88.789483,0.252092,2.724486
830.0000,88.796794,0.252262,2.708023
840.0000,88.803974,0.252381,2.691854
850.0000,88.811026,0.252464,2.675972
860.0000,88.817956,0.252519,2.660367
870.0000,88.824765,0.252642,2.645032
880.0000,88.831458,0.252868,2.629960
890.0000,88.838039,0.253175,2.615142
900.0000,88.844509,0.253352,2.600572
910.0000,88.850872,0.253427,2.586242
920.0000,88.857132,0.253414,2.572147
930.0000,88.863290,0.253360,2.558280
940.0000,88.869349,0.253268,2.544635
950.0000,88.875313,0.253161,2.531206
960.0000,88.881184,0.253072,2.517987
970.0000,88.886963,0.252977,2.504973
980.0000,88.892654,0.252847,2.492159
990.0000,88.898258,0.252653,2.479540
1000.0000,88.903778,0.252428,2.467110
