Cr Density=6.69
 Energy(eV), Delta, Beta
  500.  0.00224388135  0.000478621048
  502.496124  0.00219677878  0.000471544074
  505.004639  0.00214811042  0.000464477605
  507.525757  0.00210018759  0.000457516609
  510.059418  0.00205205148  0.000450660329
  512.605713  0.00200070511  0.000443907193
  515.164734  0.00195017154  0.00043725493
  517.736572  0.00190044614  0.000430702552
  520.321167  0.00184531161  0.000424248195
  522.918701  0.00179089396  0.000417890376
  525.529236  0.00173737702  0.000411627901
  528.152771  0.00167818251  0.000405459228
  530.789429  0.00161781651  0.000399382989
  533.439209  0.00155848253  0.000393397931
  536.102234  0.00149320508  0.000387334323
  538.778625  0.00142286881  0.000381214981
  541.468262  0.00135378574  0.000375192671
  544.171387  0.00127911277  0.000369227229
  546.888  0.00119041116  0.000363271713
  549.618164  0.00110334216  0.000357412209
  552.361938  0.00101406674  0.000351646973
  555.119446  0.000884764711  0.000345974666
  557.890686  0.000757925911  0.000340393919
  560.675781  0.000633514137  0.000334903132
  563.474854  0.000370727648  0.000329500268
  566.287842  9.05386332E-05  0.000324184686
  569.114807 -0.000184159624  0.000318954786
  571.955933 -0.0016171477  0.000313809898
  574.811279 -0.00270994054  0.0027387822
  577.680847 -0.000964356936  0.00268709124
  580.564758  0.000144175647  0.0026363777
  583.463013  0.000396188756  0.00258662109
  586.375793  0.000643216714  0.0025378007
  589.303101  0.000860883447  0.00248990441
  592.244995  0.000974226801  0.00244290917
  595.201599  0.00108525064  0.00239679846
  598.172974  0.00119396683  0.0023515604
  601.15918  0.00126145943  0.00230717403
  604.160278  0.00132641115  0.00226362655
  607.176331  0.00138995168  0.00222090166
  610.20752  0.0014365121  0.002178984
  613.253784  0.00147688435  0.00213786005
  616.315247  0.00151631527  0.00209751283
  619.391968  0.00154758838  0.00205792533
  622.48407  0.00157171581  0.00201908196
  625.591675  0.00159520877  0.00198097364
  628.714722  0.00161415024  0.00194461679
  631.853394  0.00162376219  0.00191121583
  635.007751  0.00163302256  0.00187839044
  638.177795  0.00164166966  0.00184662477
  641.36377  0.00164709718  0.00182066078
  644.565552  0.00165225449  0.00179506384
  647.783325  0.00165714766  0.00176982617
  651.017212  0.00165982859  0.00174494158
  654.267212  0.00166198413  0.00172040716
  657.533386  0.00166393432  0.00169621815
  660.815979  0.00166203582  0.00167424651
  664.114868  0.00165798469  0.00165360153
  667.430298  0.00165385136  0.00163321046
  670.762268  0.00165054831  0.00161577144
  674.110779  0.00164840207  0.00160223385
  677.476135  0.0016461371  0.00158880919
  680.858215  0.00164415734  0.00157549721
  684.257141  0.00164368388  0.0015622956
  687.673096  0.00164305931  0.00154920435
  691.106079  0.00164228445  0.00153622276
  694.556213  0.00164239667  0.00152335211
  698.02356  0.00164237339  0.00151058927
  701.50824  0.00164218771  0.00149793352
  705.010315  0.00164262415  0.00148538488
  708.529907  0.00164314557  0.00147294172
  712.067017  0.00164349424  0.00146060309
  715.621765  0.00164518517  0.00144836714
  719.194275  0.0016480058  0.00143623329
  722.784668  0.00165060675  0.00142420025
  726.392944  0.0016539325  0.00141099771
  730.019226  0.00165911112  0.00139510224
  733.663635  0.00166402268  0.00137938594
  737.326233  0.00166836882  0.00136338058
  741.00708  0.00166926021  0.00134271989
  744.70636  0.00166997011  0.00132237223
  748.424072  0.00167050352  0.00130233227
  752.160339  0.00166855077  0.00128259475
  755.915222  0.00166611548  0.00126315665
  759.688904  0.00166356447  0.00124401262
  763.481445  0.00166002091  0.00122515881
  767.292847  0.00165589864  0.00120659219
  771.123352  0.00165169465  0.00118830707
  774.9729  0.00164702733  0.00117029785
  778.841736  0.00164176326  0.0011525607
  782.729858  0.0016364418  0.00113509258
  786.637451  0.00163094013  0.00111788919
  790.564453  0.00162488641  0.00110094959
  794.511169  0.00161879312  0.00108426576
  798.477478  0.00161266059  0.0010678356
  802.463623  0.0016060858  0.0010516512
  806.469666  0.00159947341  0.00103571161
  810.495728  0.00159283506  0.00102001312
  814.54187  0.00158617995  0.00100455584
  818.608215  0.00157950341  0.000989333144
  822.694885  0.00157280406  0.000974341005
